c Parsing PB file...
c Converting 673 PB-constraints to clauses...
c   -- Unit propagations: (none)
c   -- Detecting intervals from adjacent constraints: ################################################################
c   -- Clauses(.)/Splits(s): .................................................................................................................................................................
c ---[ 671]---> BDD-cost:    1
c ---[ 669]---> BDD-cost:    1
c ---[ 667]---> BDD-cost:    1
c ---[ 665]---> BDD-cost:    1
c ---[ 663]---> BDD-cost:    1
c ---[ 661]---> BDD-cost:    1
c ---[ 659]---> BDD-cost:    1
c ---[ 657]---> BDD-cost:    1
c ---[ 655]---> BDD-cost:    1
c ---[ 653]---> BDD-cost:    1
c ---[ 651]---> BDD-cost:    1
c ---[ 649]---> BDD-cost:    1
c ---[ 647]---> BDD-cost:    1
c ---[ 645]---> BDD-cost:    1
c ---[ 643]---> BDD-cost:    1
c ---[ 641]---> BDD-cost:    1
c ---[ 639]---> BDD-cost:    1
c ---[ 637]---> BDD-cost:    1
c ---[ 635]---> BDD-cost:    1
c ---[ 633]---> BDD-cost:    1
c ---[ 631]---> BDD-cost:    1
c ---[ 629]---> BDD-cost:    1
c ---[ 627]---> BDD-cost:    1
c ---[ 625]---> BDD-cost:    1
c ---[ 623]---> BDD-cost:    1
c ---[ 621]---> BDD-cost:    1
c ---[ 619]---> BDD-cost:    1
c ---[ 617]---> BDD-cost:    1
c ---[ 615]---> BDD-cost:    1
c ---[ 613]---> BDD-cost:    1
c ---[ 611]---> BDD-cost:    1
c ---[ 609]---> BDD-cost:    1
c ---[ 476]---> Sorter-cost: 2460     Base: 2 3 2 2 2 2 2
c ---[ 475]---> Sorter-cost: 1738     Base: 2 3 2 2 2 2 2
c ---[ 474]---> Adder-cost: 250   maxlim: 2608   bits: 13/12
c ---[ 473]---> Adder-cost: 153   maxlim: 1491   bits: 12/11
c ---[ 472]---> Adder-cost: 246   maxlim: 2214   bits: 13/12
c ---[ 471]---> Adder-cost: 145   maxlim: 1383   bits: 12/11
c ---[ 470]---> Adder-cost: 257   maxlim: 2182   bits: 13/12
c ---[ 469]---> Adder-cost: 163   maxlim: 1523   bits: 12/11
c ---[ 468]---> Adder-cost: 233   maxlim: 1427   bits: 12/11
c ---[ 467]---> Adder-cost: 122   maxlim: 2437   bits: 13/12
c ---[ 466]---> Adder-cost: 264   maxlim: 2142   bits: 13/12
c ---[ 465]---> Adder-cost: 181   maxlim: 1951   bits: 12/11
c ---[ 464]---> Adder-cost: 257   maxlim: 2280   bits: 13/12
c ---[ 463]---> Adder-cost: 150   maxlim: 1734   bits: 12/11
c ---[ 462]---> Adder-cost: 258   maxlim: 2005   bits: 12/11
c ---[ 461]---> Adder-cost: 164   maxlim: 2424   bits: 13/12
c ---[ 460]---> Adder-cost: 236   maxlim: 2892   bits: 13/12
c ---[ 459]---> Adder-cost: 157   maxlim: 1585   bits: 12/11
c ---[ 458]---> Adder-cost: 241   maxlim: 1982   bits: 12/11
